projectID,key,creationDate,resolutionDate,updateDate,dueDate,resolution,type,priority,fixVersions,versions,timeSpent,aggregatedTimeSpent,timeEstimate,timeOriginalEstimate,aggregateTimeEstimate,progressPercent,componentName,componentDescription,description,summary,watchCount,votes,labels,creatorName,creatorActive,assignee,reporter
felix,FELIX-3693,2012-09-30T08:15:18.000+0000,2012-10-05T18:36:50.000+0000,2013-09-28T17:40:04.000+0000,,Fixed,New Feature,Major,['http-2.2.1'],['http-2.2.0'],,,,,,,['HTTP Service'],['The HTTP Service and the Http Whiteboard Service from the OSGi R7 specification (Section 102 and 140).'],"Problem: A an OSGi based application (e.g. an Apache Sling instance) operates behind an HTTP Proxy. Clients contact the proxy with HTTPS (SSL) while the proxy contacts the application over plain HTTP. The information that the client is using HTTPS/SSL is lost along the way.

From the POV of the application all requests are not secured since the ServletRequest.isSecure() method always returns false.

This creates some trouble particularly when sending absolute links (including the scheme) or redirects back to the client. Another issue is cookies which should be set to ""secure"" if the client is using HTTPS.

The general concept is as follows:

(1) The proxy is configured to set a request header when being the SSL endpoint (talking SSL to clients and talking plain HTTP to application) for the application to act as if handling a secure request:
(1a) X-Forwarded-SSL: on (see Making HTTPS Redirects Work With a Reverse Proxy at http://www.turbogears.org/1.0/docs/Install/RedirectHttpsRequests.html)
(1b) Optionally set other headers to provide the cipher_suite, key_size, and ssl_session_id. If the proxy is not able to derive these values from, the information just cannot be provided, which is not problematic

(2) A servlet filter is implemented to act upon the headers provided by the proxy, creating a request wrapper as follows:
(2a) overwrite ServletRequest.getScheme, ServletRequest.isSecure, HttpServletRequest.getRequestURL to indicate HTTPS
(2b) Set the request attributes defined by the Servlet API spec if the respective information is available from the dispatcher. Otherwise the attributes remain undefined

This issue is about implementing the second part as a servlet filter to support a proxy configured as described in the first part.",Filter for servers running behind a SSL-endpoint proxy,4,,,fmeschbe,True,fmeschbe,fmeschbe
felix,FELIX-3600,2012-07-18T10:22:40.000+0000,2012-09-28T13:43:25.000+0000,2012-09-28T13:43:25.000+0000,,Fixed,New Feature,Minor,,,,,,,,,['User Admin'],['The User Admin from the OSGi R4 specification (Section 107).'],"I've written a new implementation of the UserAdmin specification that I want to donate to the Felix project. 

This implementation is backed by an extensive test suite (200+ tests) to keep an eye on regression in the various parts of the implementation. Of course, it is compliant to the UserAdmin specification. 

In addition, it offers the possibility to use another backend repository for the storage of roles. By default, it uses an file-based repository, making it a fully self-contained service.

I am willing to maintain this implementation in the future if accepted in the main source tree of Felix.
",New UserAdmin implementation,3,,['patch'],jajans,True,jajans,jajans
felix,FELIX-3544,2012-06-11T17:32:35.000+0000,2012-06-11T17:34:48.000+0000,2015-03-17T06:50:08.000+0000,,Fixed,New Feature,Major,['utils-1.2.0'],,,,,,,,,, ... without synchronization issues,Add a BaseManagedServiceFactory to help writing such factories,1,,,gnt,True,gnt,gnt
felix,FELIX-3537,2012-06-05T13:23:07.000+0000,,2013-06-14T17:45:33.000+0000,,,New Feature,Major,,,,,,,,,['iPOJO'],['iPOJO service-oriented component framework'],"Currently, ComponentInstance works great with iPOJO's Factory:
With the Factory, you can create a new ComponentInstance, and using the ComponentInstance returned, you have some control over the instance (start/stop/dispose/reconfigure).

This is very nice, but the limitation is that the ComponentInstance is only known within your ""session"" with the Factory, you cannot access it outside.

That means, for example, that an instance created from the metadata.xml will never be startable, stoppable or reconfigurable.

So I would like to have a way to obtain ComponentInstance(s) from the iPOJO API.",Make ComponentInstance more easily accessible,4,,,sauthieg,True,ggezer,sauthieg
felix,FELIX-3524,2012-05-27T22:58:59.000+0000,2012-09-02T19:54:39.000+0000,2012-11-20T10:58:14.000+0000,,Fixed,New Feature,Minor,['scr-1.6.2'],[' scr-1.6.0'],,,,,,,"['Declarative Services (SCR)', 'Specification compliance']","['The Declarative Services from the OSGi R7 specification (Section 112).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']","This issue is about implementing the new ""configuration-pid"" component attribute specified by the OSGi 4.3 compendium. So far, components were using the component name in order to retrieve the component configuration from config admin. But In the section 112.4.4,  a component can now define an optional specific configuration-pid, in order to use a PID which is different from the component name.

I have attached to this issue a proposed candidate patch, if someone could review it and hopefully commit it.
I have not yet made a unit test, but if my propose patch seems reasonable and is accepted, then I will try to learn to implement the corresponding test.

Here is a brief description of the patch:

- first the parser (XmlHandler/ComponentMetaData) has been modified in order to parse the new configiration-pid attribute from the component element (the parsing fails if the version is not greater or equals to DS 1.2).

- next, in ComponentRegistry.java, we are now holding the mapping between configuration pids and their respective components: a new method getComponentHoldersByPid(String pid) method has been added, and returns the iterator on the ComponentHolders which must be configured with the given pid. Please see comments in patch.

- in ConfigurationSupport.java:  when a configuration update is detected from config admin, then the updated is notified to all components whose configuration-pid are referencing the updated pid.

thanks.

",SCR configuration-pid from compendium 4.3,2,,,pderop,True,fmeschbe,pderop
felix,FELIX-3507,2012-05-14T23:50:57.000+0000,2012-05-17T13:40:07.000+0000,2012-11-20T10:58:18.000+0000,,Fixed,New Feature,Major,['scr-1.6.2'],[' scr-1.6.0'],,,,,,,"['Declarative Services (SCR)', 'Specification compliance']","['The Declarative Services from the OSGi R7 specification (Section 112).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']","The compendium 4.3 has a policy-option for references with new behavior for ""greedy"".  I've implemented this.",scr greedy and reluctant policy options from compendium 4.3,2,,,djencks,True,fmeschbe,djencks
felix,FELIX-3504,2012-05-11T17:23:37.000+0000,2012-06-16T19:20:18.000+0000,2012-06-16T19:20:18.000+0000,,Fixed,New Feature,Major,['framework-4.2.0'],['framework-4.0.2'],,,,,,,['Framework'],"['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).']","We should move to the latest OSGi R5 API in the framework. There isn't too much new functionality in the R5 API, mostly just adding the resource model used by the new OBR resolver. Moving to the R5 API will make it possible to play with the new OBR resolver as well as make it easier to implement the handful of new R5 features as we move forward.",[Framework] Move to OSGi R5 packages,1,,,rickhall,True,rickhall,rickhall
felix,FELIX-3489,2012-04-25T20:06:56.000+0000,,2012-04-25T20:06:56.000+0000,,,New Feature,Minor,,['fileinstall-3.2.2'],,,,,,,['File Install'],"['A bundle that watches a directory set by the felix.fileinstall.dir property; the default is ""load"". JAR files in this directory are installed and uninstalled when they are no longer there. Updating the JAR file in the directory will update the bundle. The bundle allows you to use downloads from a browser, drag and drop, or the command line copy function, for OSGi management.']","It would be nice to have the possibility to specify per directory whether configuration changes should be written back to the configuration file or not.

This has been discussed on the mailing list:

http://www.mail-archive.com/users@felix.apache.org/msg12279.html ",Make it possible to specify the felix.fileinstall.enableConfigSave per directory,1,,,rodehav,True,,rodehav
felix,FELIX-3462,2012-04-15T06:22:34.000+0000,2014-06-14T10:40:47.000+0000,2015-08-01T11:28:55.000+0000,,Fixed,New Feature,Major,['maven-bundle-plugin-2.5.0'],['maven-bundle-plugin-2.3.7'],,,,,,,['Maven Bundle Plugin'],[''],"Version 2.3.6 introduced the nicer formatting for manifests where after each e.g. Import package a newline should happen. This never worked for me. I already asked on the original issue but never got an answer.
",Nicer Manifest formatting,2,2,,cschneider,True,gnt,cschneider
felix,FELIX-3342,2012-02-09T04:08:48.000+0000,,2017-11-10T12:33:30.000+0000,,,New Feature,Minor,,['framework-4.0.2'],,,,,,,['Framework'],"['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).']","Currently when a resource is not found inside a bundle, an IOException is thrown with the message: ""Resource does not exist"" . It would be more useful to throw instead a FileNotFound exception. This behavior happens outside OSGi and also in Equinox. For example look the stack trace in Equinox:

java.io.FileNotFoundException: /resource/myresource.stg
at
org.eclipse.osgi.framework.internal.protocol.bundleresource.Handler.findBundleEntry(Handler.java:51)
at
org.eclipse.osgi.framework.internal.core.BundleResourceHandler.openConnection(BundleResourceHandler.java:175)
at java.net.URL.openConnection(URL.java:945)
at java.net.URL.openStream(URL.java:1010)

This small fix would improve compatibility with 3rd parties that rely on this behavior, and also improve compatibility with the behavior in equinox. ",Throw FileNotFound exception when trying to get a resource that does not exist,,,,irvingc,True,,irvingc
felix,FELIX-3312,2012-01-21T14:01:03.000+0000,,2012-01-21T14:01:03.000+0000,,,New Feature,Minor,,['framework-4.0.2'],,,,,,,['Framework'],"['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).']",While discussing a problem launching multiple instances of a framework within the same JVM (see http://markmail.org/message/gby3k46mqcjjpmjm) it came out that Felix could add a framework ID to the bundle: URLs.,Add a framework ID on bundle: URLs,,,,rasteele,True,,rasteele
felix,FELIX-3295,2012-01-05T11:23:56.000+0000,2012-01-05T11:30:30.000+0000,2013-09-28T17:40:02.000+0000,,Fixed,New Feature,Major,['http-2.2.1'],['http-2.2.0'],,,,,,,['HTTP Service'],['The HTTP Service and the Http Whiteboard Service from the OSGi R7 specification (Section 102 and 140).'],"We have a need that we want our Http Service based application to not always run on the root context path.

The use case is that we have a single reverse proxy in front of multiple instances of our application and we forward to the different instances based on the URL path. For simplicity we don't want to rewrite the paths and thus the easiest thing is to run the instances with different context paths.

The proposed solution is simple: We add a new configuration property ""org.apache.felix.http.context_path"" (named after the request property ""javax.servlet.include.context_path"" indicating the context path on RequestDispatcher.include). This defaults to ""/"" and may be any path with a leading slash (enforced if missing) and no trailing slash (removed if provided).

The value of this property (or the default) is then used to create the Context for Jetty.

This is also referred to by a post on the users list [1].

[1] http://markmail.org/message/gwnct4675htaf7jc",Allow configuration of Http Service context path,,,,fmeschbe,True,fmeschbe,fmeschbe
felix,FELIX-3248,2011-11-28T16:14:48.000+0000,,2013-05-02T02:30:52.000+0000,,,New Feature,Minor,,['webconsole-3.1.8'],,,,,,,['Web Console'],['A web based management console'],"This depends on FELIX-2896. Once we are able to add bundle info provider, I think it would be nice to have a provider reading the embedded pom and displaying the maven coordinates etc.",Display maven information for a bundle,,,,cziegeler,True,,cziegeler
felix,FELIX-3241,2011-11-23T13:57:26.000+0000,,2011-11-23T14:00:27.000+0000,,,New Feature,Major,,,,,,,,,['File Install'],"['A bundle that watches a directory set by the felix.fileinstall.dir property; the default is ""load"". JAR files in this directory are installed and uninstalled when they are no longer there. Updating the JAR file in the directory will update the bundle. The bundle allows you to use downloads from a browser, drag and drop, or the command line copy function, for OSGi management.']","At the Amdatu project we need a way to use metatype configuration files in conjunction with fileinstall. We use metatype for provisioning using autoconf deployment based on Apache Ace. In some (development) cases however we also use fileinstall to supply configuration and it makes no sense for us to use cfg file there.

To support this we created a fileinstall ArtifactInstaller extension that handles metatype. It's roughly modeled after the configinstaller andf autoconf code. As it is a rather generic use case we would be happy to transfer the code to Apache Felix.

I'll attach the initial code. If there is interest in adopting this I'de be happy to update it.",Fileinstall metatype artifactInstaller,,,,bramk,True,,bramk
felix,FELIX-3237,2011-11-18T23:44:09.000+0000,2011-11-19T00:14:23.000+0000,2013-09-28T17:40:03.000+0000,,Fixed,New Feature,Major,['http-2.2.1'],['http-2.2.0'],,,,,,,['HTTP Service'],['The HTTP Service and the Http Whiteboard Service from the OSGi R7 specification (Section 102 and 140).'],"To check whether Whiteboard Filter, Servlet, and HttpContext service registration properly works a Web Console plugin should be added to the Http Service Whiteboard support bundle.

In addition a ConfigurationPrinter is to be added to get a simple information dump.",Provide Web Console plugin for the Http Whiteboard support,,,,fmeschbe,True,fmeschbe,fmeschbe
felix,FELIX-3225,2011-11-15T07:49:35.000+0000,2011-11-15T08:04:59.000+0000,2013-05-02T02:29:46.000+0000,,Invalid,New Feature,Major,,['http-2.2.0'],,,,,,,['HTTP Service'],['The HTTP Service and the Http Whiteboard Service from the OSGi R7 specification (Section 102 and 140).'],"The servlet registration whiteboard pattern is great. But it lacks functionality to use a custom HttpContext implementation. This is particularly annoying in situations where a custom implementation is required e.g. for authentication purposes.

The idea is:
  * HttpContext services are registered with an identification property, e.g. felix.context.id
  * Servlet services are registered with the same identification property, where the whiteboard support will merge the two
  * If a Servlet service is registered for which not HttpContext is available, the servlet is not registered with the HttpService (yet).
  * When an HttpContext is registered any registered servlet services are checked for whether they refer to the newly registered HttpContext
  * Likewise on HttpContext unregistration, related services must be unregistered from the HttpContext again",Support flexible use of HttpContext implementations for Servlet whiteboard pattern,,,,fmeschbe,True,,fmeschbe
felix,FELIX-3210,2011-11-09T09:16:12.000+0000,2011-11-18T23:28:09.000+0000,2011-12-02T15:44:16.000+0000,,Fixed,New Feature,Major,['maven-bundle-plugin-2.3.6'],,,,900,900,900,,['Maven Bundle Plugin'],[''],remote-clean goal demands user to confirm repository modification. It is not appropriate for automated builds. A configuration option would solve the issue.,Maven bundle plugin remote-clean goal without user confirmation,,,,hipa,True,mcculls,hipa
felix,FELIX-3208,2011-11-08T14:10:11.000+0000,2011-11-28T15:06:34.000+0000,2011-12-02T15:44:15.000+0000,,Fixed,New Feature,Major,['maven-bundle-plugin-2.3.6'],,,,,,,,['Maven Bundle Plugin'],[''],Would be useful to just use <_sources>true</_sources> and get the project's source bundled automatically. Also need to investigate if it's possible to include dependency sources.,Provide default value for sourcepath when using BND -sources=true,,,,mcculls,True,mcculls,mcculls
felix,FELIX-3170,2011-10-17T15:20:27.000+0000,2012-08-31T14:05:01.000+0000,2012-08-31T14:05:12.000+0000,,Duplicate,New Feature,Major,,,,,,,,,['SCR Tooling'],"['Tooling for Maven, Ant, and Bnd including SCR annotations']","Hello;

SITUATION:

I am using scr-maven-plugin in eclipse 3.7 with m2e incremental mode;
project has some 1000 java files and 100 scr components;

on every java file save, eclipse runs JDT builder and then maven invokes SRC plugin;

as project progressed, the responsiveness of eclipse continued to dwindle down,
now to 3...5 seconds delay on each java file edit;

QUESTIONS:

1) is it feasible to support incremental build in scr plugin?
for this, plugin would have to:
a) keep scr components parse/build cache
b) support a new goal, when only a single file with scr annotations is requested for processing
but still produces complete scr xml;

2) has anyone devised a better solution to this?

thank you;

Andrei.
",scr-maven-plugin : incremental build mode for eclipse development?,3,2,,andrei.pozolotin,True,,andrei.pozolotin
felix,FELIX-3165,2011-10-15T09:53:51.000+0000,2011-10-16T17:56:33.000+0000,2011-12-02T15:44:14.000+0000,,Fixed,New Feature,Major,['maven-bundle-plugin-2.3.6'],,,,,,,,['Maven Bundle Plugin'],[''],,Add an option to the manifest goal that will copy any BND generated resources to the target folder,,,,mcculls,True,mcculls,mcculls
felix,FELIX-3156,2011-10-11T16:36:35.000+0000,2011-11-20T19:46:48.000+0000,2011-11-20T19:46:49.000+0000,,Fixed,New Feature,Major,['framework-4.0.2'],['framework-4.0.0'],,,,,,,['Framework'],"['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).']","Implement Bundle::getDataFile and Bundle::compareTo.
Both are very low hanging fruit, I am willing to post a patch for both if needed.",Implement Bundle::getDataFile and Bundle::compareTo,,,,lgalfaso,True,rickhall,lgalfaso
felix,FELIX-3152,2011-10-10T08:44:49.000+0000,,2016-10-27T18:19:21.000+0000,,,New Feature,Major,,,,,,,,,['Web Console'],['A web based management console'],The attached file is a source code that implement JMX client as felix web console.,JMX as web console feature,6,3,"['jmx', 'webconsole']",christanto,True,,christanto
felix,FELIX-3128,2011-09-22T20:40:28.000+0000,2011-11-18T09:41:25.000+0000,2011-11-18T09:41:25.000+0000,,Fixed,New Feature,Minor,,,,,,,,,['Web Console'],['A web based management console'],"Hi all,

I'd like to suggest/contribute the attached project.

The project aims at easing diagnostics of OSGi services and finding about missing dependencies.

Typically in a large system with many cascading dependencies managed by different trackers such as DeclarativeService, DependencyManager or others, tracking the root cause of a top level service not being started can become very cumbersome. When building service oriented architectures, it is often the case that a single missing requirement will lock a full stack of services, but to find that one requirement is like finding a needle in a haystack!

The basic idea here is to ask each dependency manager instance about its unresolved dependencies, merge all answers and filter the result to keep only the root causes.

Typically, if A depends on B which depends on C which depends on D, and D is nowhere to be found, I need only show the ""C -> D"" missing requirement; if D is resolved, then the whole stack is unlocked.

Similarly, if D is known by another dependency management system, but unregistered because it depends on E which is missing, then only the ""D -> E"" requirement is relevant.

The proposed code is composed as follows:

* servicediagnostics: the API package. It holds the main service interface as well as the plugin interface, to extend to other dependency management systems

* servicediagnostics.impl: the implementation package. It contains plugins implementations for org.apache.felix.scr and org.apache.felix.dependencymanager, as well as the main service implementation.

* servicediagnostics.webconsole: a Felix WebConsole plugin that displays a graphical view of the diagnostics result. Alternatively it can also show a graph of all services currently registered in the service registry and the bundles using them. See Screenshot-notavail.png and Screenshot-all.png. Using the Raphael graffle library (http://raphaeljs.com/graffle.html) allows for nice interactive views of the service registry. 

The attached package is provided as a maven project, along with a sample runner. Simply untar the files, run mvn install and then run.sh. 
Follow the Readme file  for details.

It is not perfect and still needs some improvements (in handling service filters for instance) but as such it is already quite useful. 

I hope you'll like the idea. 
Regards,
Arjun",A Service Diagnostics service and graphical WebConsole plugin,2,,,apanday,True,cziegeler,apanday
felix,FELIX-3124,2011-09-20T18:40:55.000+0000,2011-09-20T20:15:02.000+0000,2011-09-20T20:15:02.000+0000,,Fixed,New Feature,Minor,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']","The OSGi R4.3 spec defines the org.osgi.framework.bsnversion framework configuration property that controls whether installing duplicate BSN/version pairs is an error or not. It supports the values ""single"" (which is the default and current behavior) or ""multiple"" (which enables duplicates).",[Framework] Implement OSGi R4.3 property to allow installing bundles with the same BSN and version,,,,rickhall,True,rickhall,rickhall
felix,FELIX-3122,2011-09-20T17:19:50.000+0000,2011-09-20T18:37:28.000+0000,2011-09-20T18:37:28.000+0000,,Fixed,New Feature,Minor,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']",The OSGi R4.3 spec requires that a framework generates a UUID each time it is init'ed. The string value of the UUID is placed in the org.osgi.framework.uuid framework property.,[Framework] Implement OSGi R4.3 framework UUID,,,,rickhall,True,rickhall,rickhall
felix,FELIX-3069,2011-08-05T15:42:41.000+0000,2013-02-26T13:48:42.000+0000,2013-02-26T13:48:42.000+0000,,Won't Fix,New Feature,Minor,,,,,,,,,['iPOJO'],['iPOJO service-oriented component framework'],"iPOJO already supports some basic bind/unbind methods signature (notification only, gives the service, with ServiceRef or not, with a Map or not).

I would like to be able to have the service + any additional service property I'm interested in.
Something like the following code:
{noformat}
public void bindAdapter(XmlAdapter adapter,
                        @Extract(""namespace-uri"")) uri) {
}
{norformat}

With @Extract (better name to be found) extracting the ""namespace-uri"" service property from the ServiceReference and giving it to this method.",Support adapted bind/unbind method signature,,,,sauthieg,True,,sauthieg
felix,FELIX-3066,2011-08-04T09:58:14.000+0000,2011-08-11T09:27:57.000+0000,2011-11-15T16:20:41.000+0000,,Fixed,New Feature,Minor,['maven-scr-plugin-1.7.4'],['maven-scr-plugin-1.7.2'],,,,,,,['SCR Tooling'],"['Tooling for Maven, Ant, and Bnd including SCR annotations']","Next to the configuration option excludeSource, includeSource will be handy to only take a subset of code for generating the serviceComponents.xml.

This will allow you to have a master project that contains all sources and resources, but only creating bundles with DS of a subset of the source tree.",Add support for source directory include filter via plugin configuration,,,['maven'],janvolck,True,cziegeler,janvolck
felix,FELIX-3056,2011-07-26T18:24:21.000+0000,2011-08-02T16:11:08.000+0000,2011-08-02T16:11:08.000+0000,,Fixed,New Feature,Minor,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']","The OSGi R4.3 spec introduces a new service registry hook, called EventListenerHook, which replaces the EventHook. Essentially, it is a more fine-grained version of the EventHook giving you control over precise listeners rather than operating on all listeners from a given bundle.",[Framework] Implement OSGi R4.3 event listener service registry hook,,,,rickhall,True,rickhall,rickhall
felix,FELIX-3052,2011-07-22T14:31:25.000+0000,2011-07-22T14:33:44.000+0000,2011-07-22T14:33:44.000+0000,,Fixed,New Feature,Minor,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']",OSGi R4.3 requires that the system bundle provide generic capabilities for the execution environment (deprecating the old approach) as well arbitrary user-defined generic capabilities using the org.osgi.framework.system.capabilities and org.osgi.framework.system.capabilities.extra properties (similar to the org.osgi.framework.system.packages and org.osgi.framework.system.packages.extra properties). We need to implement this and provide default EE values.,[Framework] Implement OSGi R4.3 system bundle generic capabilities,,,,rickhall,True,rickhall,rickhall
felix,FELIX-3045,2011-07-18T18:09:56.000+0000,2011-10-21T19:03:33.000+0000,2013-05-02T02:30:52.000+0000,,Fixed,New Feature,Major,['webconsole-packageadmin-plugin 1.0.0'],,,,,,,,['Web Console'],['A web based management console'],I recently put together a small web console plugin which allows a user to enter a list of package or class names and get back the list of bundles which export those packages (deduping the list first) as well as a dependency block to insert into a Maven pom.,new webconsole plugin - dependency finder,,,,justinedelson,True,fmeschbe,justinedelson
felix,FELIX-3032,2011-07-11T15:40:17.000+0000,2011-08-02T14:31:13.000+0000,2011-08-02T14:31:13.000+0000,,Fixed,New Feature,Major,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']","The OSGi R4.3 spec introduces a hook mechanism, called bundle hooks, to control which bundles can see other bundles via BundleContext.getBundles() and bundle events. We need to implement this functionality.",[Framework] Implement OSGi R4.3 bundle hooks,,,,rickhall,True,rickhall,rickhall
felix,FELIX-3018,2011-06-30T16:50:18.000+0000,,2013-06-07T14:25:18.000+0000,,,New Feature,Major,['maven-bundle-plugin-future'],['maven-bundle-plugin-2.3.4'],,,,,,,['Maven Bundle Plugin'],[''],"Please take a look at the discussion in FELIX-1571 that triggered this RFE to be filed. 

There are at least two predominant approaches to generating OSGi bundles using maven-bundle-plugin:
a) Use packaging type like war, jar, ejb, etc., configure bundle plugin's manifest goal to be run in an appropriate phase like process-classes and configure the maven-archiver to use bundle plugin generated MANIFEST.MF in the final artifact. 

b) Use packaging type bundle so that bundle plugin is responsible for making the final jar as well.

Each have their pros and cons. Contrary to approach #b, which is an OSGi-first approach, approach #a is where OSGi metadata generation is an additional step in the build process. User sets up the their project following maven conventions as per their packaging type and then they additionally configure bundle plugin to help them generate a valid OSGi bundle. It is but natural that many enterprise Java developers who are used to developing wars, ejb jars, etc. prefer approach #a. 

With all the recent fixes to maven-bundle-plugin, things have improved quite a lot. Approach #a is an optimal way to generate proper OSGi bundle except when there are dependencies embedded in the final jar. e.g., user may like to embed some jars in their WEB-INF/lib of the WAB. In such a case, maven archiver knows what all jars to be embedded; after all it is making the final war file. Yet, one has to repeat some of this in Embed-Dependency instruction of bundle plugin in order for bundle plugin to generate proper Bundle-ClassPath and Import-Package header. If Embed-Dependency has extra jars, then unnecessary Import-Package and Bundle-ClassPath will appear in the OSGi metadata. If Embed-Dependency has less jars, then the reverse will happen. I agree to the following comment made by Stuart in FELIX-1571:

""I think the proper solution may be to create a new feature that lets you update the manifest in the generated project artifact. That way you have the WAR artifact available, so bnd can produce the right manifest (and verify it) - although one outstanding issue is this might affect signing... ""

I don't know if there is someway to intercept maven-archiver processing, then bundle plugin could generate the manifest as the penultimate step in the packaging process. Anyway, I am sure with all the maven experts around, someone will suggest a way to do this.",Allow updation of an artifact's manifest at the final stage,,,,sahoo,True,,sahoo
felix,FELIX-3011,2011-06-23T23:22:20.000+0000,2011-06-28T23:35:51.000+0000,2011-10-11T17:09:18.000+0000,,Fixed,New Feature,Major,['maven-bundle-plugin-2.3.5'],,,,,,,,['Maven Bundle Plugin'],[''],,"Add a new goal to save the bnd instructions that would be passed onto bnd, to allow people to use other toolchains such as bndtools",,,,mcculls,True,mcculls,mcculls
felix,FELIX-3007,2011-06-21T12:41:46.000+0000,2011-06-21T12:43:33.000+0000,2011-06-22T06:41:51.000+0000,,Fixed,New Feature,Major,['webconsole-packageadmin-plugin 1.0.0'],,,,,,,,['Web Console'],['A web based management console'],"To chase down a resolution problem, a simple Package Admin Service plugin for the web console was extremely useful. This plugin currently analyzes the space of exported packages and dumps all packages along with their version, exporting and importing bundles.

This helped me find a solution for a class space inconsistency leading to FELIX-3003",Simple Package Admin plugin,,,,fmeschbe,True,fmeschbe,fmeschbe
felix,FELIX-2999,2011-06-15T21:02:53.000+0000,2011-06-15T21:04:37.000+0000,2011-06-15T21:04:37.000+0000,,Fixed,New Feature,Minor,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']","Previous specs were not clear how strict or lenient framework implementations should be when coercing types when evaluating filter strings. The Felix framework was strict and did not massage parsed data when coercing types (e.g., trimming string values before coercing them to a number). Now the spec says that the string representation of number types should be trimmed before attempting coercion.",[Framework] OSGi R4.3 now specifies that number types should be trimmed when evaluating filters,,,,rickhall,True,rickhall,rickhall
felix,FELIX-2991,2011-06-10T17:28:00.000+0000,,2016-01-11T17:55:16.000+0000,,,New Feature,Major,['maven-bundle-plugin-future'],,,,,,,,['Maven Bundle Plugin'],[''],"When using the maven-bundle-plugin to create fragments which add export-packages to a host bundle, the maven-bundle-plugin considers all of the export-packages as superfluous, does not add them to the fragment's MANIFEST.MF file and fails to compile.  

The specific case is when attempting to add exports to a bundle where bnd-wrapping doesn't pick up all of the necessary packages. For example, when executing this line in Karaf:
osgi:install -s mvn:tibco/tibco-crypt/5.1.2

The wrap command skips over a number of packages. So creation of a fragment is necessary. However, the build fails for the above noted reason. The work-around for this issue is to use the maven-jar-plugin to create the fragment.",Allow the creating of fragments that populate Export-Package ,2,1,,karafman,True,,karafman
felix,FELIX-2986,2011-06-07T18:46:07.000+0000,2011-09-09T17:52:34.000+0000,2011-09-09T17:52:34.000+0000,,Fixed,New Feature,Major,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']",The OSGi R4.3 specification introduces resolver hooks to impact how the resolver resolves bundle dependencies.,[Framework] Implement OSGi R4.3 resolver hooks,,,,rickhall,True,rickhall,rickhall
